,PLACEKEY,PARENT_PLACEKEY,LOCATION_NAME,SAFEGRAPH_BRAND_IDS,BRANDS,STORE_ID,TOP_CATEGORY,SUB_CATEGORY,NAICS_CODE,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,REGION,POSTAL_CODE,ISO_COUNTRY_CODE,PHONE_NUMBER,OPEN_HOURS,CATEGORY_TAGS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE,GEOMETRY_TYPE,DOMAINS,WEBSITE
844,228-222@627-s4n-mtv,,The UPS Store,SG_BRAND_d100d4d8528c773aac249aa76b9eed07,The UPS Store,5777.0,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110,40.783356,-73.947288,300 E 95th St,New York,NY,10128.0,US,12124231826.0,"{ ""Mon"": [[""8:30"", ""19:00""]], ""Tue"": [[""8:30"", ""19:00""]], ""Wed"": [[""8:30"", ""19:00""]], ""Thu"": [[""8:30"", ""19:00""]], ""Fri"": [[""8:30"", ""19:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""11:00"", ""16:00""]] }","Copy Shop,Mail Boxes,Packing Services,Packing Supplies",,,2019-07,POLYGON,"[""theupsstore.com""]",https://locations.theupsstore.com/ny/new-york/300-east-95th-st
850,22r-222@627-wbv-975,,5 Brothers Gourmet Market,,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.763035,-73.993341,689 10th Ave,New York,NY,10036.0,US,12122450413.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",Deli,,,2019-07,POLYGON,"[""5brothersgourmetdeli.net""]",
852,23j-222@627-s8j-f9f,,Morandi,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.735344,-74.001528,211 Waverly Pl,New York,NY,10014.0,US,12126277575.0,"{ ""Mon"": [[""8:30"", ""11:30""], [""12:00"", ""16:30""], [""17:00"", ""23:00""]], ""Tue"": [[""8:30"", ""11:30""], [""12:00"", ""16:30""], [""17:00"", ""23:00""]], ""Wed"": [[""8:30"", ""11:30""], [""12:00"", ""16:30""], [""17:00"", ""23:00""]], ""Thu"": [[""8:30"", ""11:30""], [""12:00"", ""16:30""], [""17:00"", ""23:00""]], ""Fri"": [[""8:30"", ""11:30""], [""12:00"", ""16:30""], [""17:00"", ""24:00""]], ""Sat"": [[""11:00"", ""16:30""], [""17:00"", ""24:00""]], ""Sun"": [[""11:00"", ""16:30""], [""17:00"", ""23:00""]] }","Brunch,Dessert,Italian Food",,,2019-07,POLYGON,"[""morandiny.com""]",http://www.morandiny.com/
853,zzw-222@627-s8r-dqf,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,8769.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.756696,-73.985832,1500 Broadway,New York,NY,10036.0,US,12122217515.0,"{ ""Mon"": [[""5:30"", ""24:00""]], ""Tue"": [[""5:30"", ""24:00""]], ""Wed"": [[""5:30"", ""24:00""]], ""Thu"": [[""5:30"", ""24:00""]], ""Fri"": [[""5:30"", ""24:00""]], ""Sat"": [[""5:30"", ""24:00""]], ""Sun"": [[""5:30"", ""24:00""]] }","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",,,2019-07,POLYGON,"[""starbucks.com""]",https://www.starbucks.com/store-locator/store/13918
854,zzw-223@627-s8j-f9f,,Village Vanguard,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.73604,-74.001667,178 7th Ave S,New York,NY,10014.0,US,12122554037.0,"{ ""Mon"": [[""0:00"", ""2:15""], [""13:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:15""], [""13:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:15""], [""13:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:15""], [""13:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:15""], [""13:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""], [""11:00"", ""24:00""]] }",Jazz and Blues,,,2019-07,POLYGON,"[""villagevanguard.com""]",http://www.villagevanguard.com/
855,zzw-229@627-s8j-zmk,,Crompton Ale House,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.74588,-73.993373,159 W 26th St,New York,NY,10001.0,US,12126580089.0,"{ ""Mon"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }","American Food,Bar or Pub,Late Night",,,2019-07,POLYGON,"[""cromptonalehouse.com""]",http://www.cromptonalehouse.com
857,zzy-224@627-s8j-gtv,,Marshalls,SG_BRAND_abfd923a6acfc93e81ba94b0310b47b2,Marshalls,1096.0,Clothing Stores,Family Clothing Stores,448140,40.74001,-73.994443,620 Of Americas,New York,NY,10011.0,US,12127410621.0,"{ ""Mon"": [[""9:30"", ""21:30""]], ""Tue"": [[""9:30"", ""21:30""]], ""Wed"": [[""9:30"", ""21:30""]], ""Thu"": [[""9:30"", ""21:30""]], ""Fri"": [[""9:30"", ""21:30""]], ""Sat"": [[""9:30"", ""21:30""]], ""Sun"": [[""10:00"", ""20:00""]] }","Children's Clothing,Furniture,Home Decor,Men's Clothing,Women's Clothing",,,2019-07,POLYGON,"[""marshalls.com""]",https://www.marshalls.com/us/store/stores/New+York-NY-10011/1096/aboutstore
860,224-225@627-s8f-bzf,,The Churchill,,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,40.748056,-73.972862,300 E 40th St,New York,NY,10016.0,US,12126615483.0,,,,,2019-07,POLYGON,"[""churchillny.com""]",http://www.churchillny.com
862,225-222@627-wbn-k9f,,Kogane Ramen Manhattan,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.740694,-74.004242,337 W 14th St,New York,NY,10014.0,US,12123379832.0,"{ ""Mon"": [[""12:00"", ""22:00""]], ""Tue"": [[""12:00"", ""22:00""]], ""Wed"": [[""12:00"", ""22:00""]], ""Thu"": [[""12:00"", ""22:00""]], ""Fri"": [[""12:00"", ""22:30""]], ""Sat"": [[""12:00"", ""22:30""]], ""Sun"": [[""12:00"", ""22:00""]] }",Japanese Food,,,2019-07,POLYGON,"[""koganeramen.com""]",http://www.koganeramen.com
866,22h-222@627-s6d-b8v,,Foodtown,SG_BRAND_6370839ae545be53e6ac733009a92d31,Foodtown,524.0,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.82589,-73.942979,756 Saint Nicholas Ave,New York,NY,10031.0,US,12123686464.0,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""7:00"", ""21:00""]], ""Sun"": [[""8:00"", ""20:00""]] }","Bakery,Beverages,Catering,Deli,Meats",,,2019-07,POLYGON,"[""foodtown.com""]",https://www.foodtown.com/stores/foodtown-of-st-nicholas-ave
867,22h-222@627-wc7-x5z,,Casa Mezcal,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.71796,-73.990171,86 Orchard St,New York,NY,10002.0,US,12127772600.0,"{ ""Mon"": [], ""Tue"": [[""16:00"", ""23:00""]], ""Wed"": [[""16:00"", ""23:00""]], ""Thu"": [[""16:00"", ""24:00""]], ""Fri"": [[""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""12:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""12:00"", ""23:00""]] }",Mexican Food,,,2019-07,POLYGON,"[""casamezcalnyc.com"",""casamezcalny.com""]",https://casamezcalnyc.com
873,zzw-22z@627-s8j-cwk,,Foot Locker,SG_BRAND_3bbe7681bc7a60ed3d22764734cb699a,Foot Locker,2252863.0,Shoe Stores,Shoe Stores,448210,40.736896,-73.996451,58 W 14th St,New York,NY,10011.0,US,12122556481.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""19:00""]] }","Accessories,Children's Clothing,Hats,Men's Clothing,Women's Clothing",,,2019-07,POLYGON,"[""footlocker.com""]",https://stores.footlocker.com/ny/newyork/58-west-14th-street-8652.html
874,224-223@627-s4n-p35,,Uptown Wine Shop Inc,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.782058,-73.953485,1361 Lexington Ave,New York,NY,10128.0,US,12122896900.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:30""]], ""Sat"": [[""10:00"", ""21:30""]], ""Sun"": [[""12:00"", ""20:00""]] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""uptownwineshop.com""]",
876,229-222@627-wbv-bx5,,Veritas Studio Wines,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.762239,-73.995444,527 W 45th St,New York,NY,10036.0,US,12125813163.0,"{ ""Mon"": [[""15:00"", ""21:00""]], ""Tue"": [[""14:00"", ""21:00""]], ""Wed"": [[""14:00"", ""21:00""]], ""Thu"": [[""14:00"", ""21:00""]], ""Fri"": [[""12:00"", ""21:00""]], ""Sat"": [[""12:00"", ""21:00""]], ""Sun"": [[""12:00"", ""19:00""]] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""veritasstudiowines.com""]",http://www.veritasstudiowines.com
877,22b-222@627-s8r-85f,zzw-22c@627-s8r-73q,Times Square Diner,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.761583,-73.986946,807 8th Ave,New York,NY,10019.0,US,12123152400.0,"{ ""Mon"": [[""7:00"", ""23:00""]], ""Tue"": [[""7:00"", ""23:00""]], ""Wed"": [[""7:00"", ""23:00""]], ""Thu"": [[""7:00"", ""23:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""23:00""]], ""Sun"": [[""7:00"", ""23:00""]] }","American Food,Brunch,Diner",,,2019-07,POLYGON,"[""timessquaredinerny.com"",""ordertimessquarediner.com""]",http://ordertimessquarediner.com
878,22g-222@627-wc9-q9f,,Meow Parlour,,,,Other Personal Services,Pet Care (except Veterinary) Services,812910,40.715631,-73.990276,46 Hester St,New York,NY,10002.0,US,12123879169.0,"{ ""Mon"": [[""11:00"", ""18:00""]], ""Tue"": [[""12:00"", ""18:00""]], ""Wed"": [[""11:00"", ""18:00""]], ""Thu"": [[""11:00"", ""18:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""11:00"", ""19:00""]] }",Animal Shelters,,,2019-07,POLYGON,"[""meowparlour.com""]",http://www.meowparlour.com/
880,22y-222@627-wc7-q4v,,Blink Fitness,SG_BRAND_10299982b2ff662abed058f75f3cc3a5,Blink Fitness,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,40.728136,-73.993903,16 E 4th St,New York,NY,10012.0,US,12122456008.0,"{ ""Mon"": [[""5:00"", ""23:00""]], ""Tue"": [[""5:00"", ""23:00""]], ""Wed"": [[""5:00"", ""23:00""]], ""Thu"": [[""5:00"", ""23:00""]], ""Fri"": [[""5:00"", ""22:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [[""7:00"", ""19:00""]] }","Fitness Equipment,Health Coach,Interval Training",,,2019-07,POLYGON,"[""blinkfitness.com""]",https://locations.blinkfitness.com/ny/new-york/16-e.-4th-street
881,239-222@627-s4n-nnq,,K&D Wines & Spirits,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.785793,-73.955014,1343 Madison Ave,New York,NY,10128.0,US,12122891818.0,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""kdwine.com""]",http://www.kdwine.com
885,zzw-22b@627-wc7-nkf,,Mon Cher Market,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.716629,-74.004501,339 Broadway,New York,NY,10013.0,US,12129650007.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Buffet,Deli,Sandwich Shop",,,2019-07,POLYGON,"[""netwaiter.com""]",
888,229-222@627-wbv-g8v,,Bea,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.759368,-73.992494,403 W 43rd St,New York,NY,10036.0,US,12126021910.0,"{ ""Mon"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""17:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }","American Food,Bar or Pub,Cocktail Lounge,Late Night",,,2019-07,POLYGON,"[""beanyc.com""]",http://beanyc.com/
891,22q-222@627-wc7-td9,,Burp Castle,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.728402,-73.988589,41 E 7th St,New York,NY,10003.0,US,12129824576.0,"{ ""Mon"": [[""17:00"", ""24:00""]], ""Tue"": [[""17:00"", ""24:00""]], ""Wed"": [[""17:00"", ""24:00""]], ""Thu"": [[""17:00"", ""24:00""]], ""Fri"": [[""17:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]] }","Bar or Pub,Cocktail Lounge,Late Night",,,2019-07,POLYGON,"[""burpcastlenyc.com""]",http://burpcastlenyc.wordpress.com
892,22r-222@627-wc8-66k,,Kettle of Fish,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.733816,-74.002402,59 Christopher St,New York,NY,10014.0,US,12124142278.0,"{ ""Mon"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Tue"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Wed"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Thu"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Fri"": [[""0:00"", ""4:00""], [""15:00"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""14:00"", ""24:00""]] }","Bar or Pub,Late Night",,,2019-07,POLYGON,"[""kettleoffishnyc.com""]",http://kettleoffishnyc.com/
893,22s-223@627-wc7-87q,zzw-222@627-wc6-yy9,Jing Fong Restaurant,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.718894,-73.999067,202 Centre St,New York,NY,10013.0,US,12129645256.0,"{ ""Mon"": [[""10:30"", ""21:00""]], ""Tue"": [[""10:30"", ""21:00""]], ""Wed"": [[""10:30"", ""21:00""]], ""Thu"": [[""10:30"", ""21:00""]], ""Fri"": [[""10:30"", ""21:00""]], ""Sat"": [[""10:30"", ""21:00""]], ""Sun"": [[""10:30"", ""21:00""]] }",Chinese Food,,,2019-07,POLYGON,"[""jingfongny.com""]",http://jingfongny.com
897,23f-222@627-s8r-3dv,,Petco,SG_BRAND_c5bc0c313e3f7af2ff0291d8846671ab,Petco,3746.0,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910,40.756513,-73.96775,991 2nd Ave,New York,NY,10022.0,US,12125937213.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }","Groomer,Pet Sitting",,,2019-07,POLYGON,"[""petco.com""]",https://stores.petco.com/ny/newyork/pet-supplies-newyork-ny-3746.html
900,zzy-222@627-s4n-s3q,,East End Bar & Grill,,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,40.777301,-73.948737,1672 3rd Ave,New York,NY,10128.0,US,12123483783.0,"{ ""Mon"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""11:30"", ""24:00""]], ""Fri"": [[""0:00"", ""4:00""], [""11:30"", ""24:00""]], ""Sat"": [[""0:00"", ""4:00""], [""11:30"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""11:30"", ""24:00""]] }","Bar or Pub,Late Night,Sports Bar",,,2019-07,POLYGON,"[""eastendbar.com""]",http://www.eastendbar.com
902,224-222@627-s8r-nkf,,Chipotle Mexican Grill,SG_BRAND_87bd111b6dd52ef32eaf3abf6d509065,Chipotle Mexican Grill,1394.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.766663,-73.962506,1153 3rd Ave,New York,NY,10065.0,US,19174759280.0,"{ ""Mon"": [[""10:45"", ""23:00""]], ""Tue"": [[""10:45"", ""23:00""]], ""Wed"": [[""10:45"", ""23:00""]], ""Thu"": [[""10:45"", ""23:00""]], ""Fri"": [[""10:45"", ""23:00""]], ""Sat"": [[""10:45"", ""23:00""]], ""Sun"": [[""10:45"", ""23:00""]] }","Catering,Counter Service,Dinner,Lunch,Mexican Food",,,2019-07,POLYGON,"[""chipotle.com""]",https://locations.chipotle.com/ny/new-york/1153-third-avenue
905,22c-222@627-s8r-m6k,,Chipotle Mexican Grill,SG_BRAND_87bd111b6dd52ef32eaf3abf6d509065,Chipotle Mexican Grill,2135.0,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.762694,-73.966194,1020 3rd Ave,New York,NY,10065.0,US,16462139692.0,"{ ""Mon"": [[""10:45"", ""23:00""]], ""Tue"": [[""10:45"", ""23:00""]], ""Wed"": [[""10:45"", ""23:00""]], ""Thu"": [[""10:45"", ""23:00""]], ""Fri"": [[""10:45"", ""23:00""]], ""Sat"": [[""10:45"", ""23:00""]], ""Sun"": [[""10:45"", ""23:00""]] }","Catering,Counter Service,Dinner,Lunch,Mexican Food",,,2019-07,POLYGON,"[""chipotle.com""]",https://locations.chipotle.com/ny/new-york/1020-3rd-ave
911,23d-222@627-wc7-xnq,,Wine Therapy,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.721043,-73.99494,171 Elizabeth St,New York,NY,10012.0,US,12126252999.0,"{ ""Mon"": [[""12:00"", ""22:00""]], ""Tue"": [[""12:00"", ""22:00""]], ""Wed"": [[""12:00"", ""22:00""]], ""Thu"": [[""12:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""12:00"", ""21:00""]] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""winetherapynyc.com""]",http://winetherapynyc.com
912,23h-222@627-s4n-6kz,,Bleu Ciel Salon,,,,Personal Care Services,"Hair, Nail, and Skin Care Services",81211,40.775234,-73.958931,1146 Lexington Ave Apt 1148,New York,NY,10075.0,US,12128372055.0,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""10:00"", ""19:00""]] }",Hair Salon,,,2019-07,POLYGON,"[""bleucielhairsalon.com""]",https://www.bleucielhairsalon.com
916,224-226@627-s8k-2hq,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,7511.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.7537,-73.988387,525 7th Ave,New York,NY,10018.0,US,12128695273.0,"{ ""Mon"": [[""6:00"", ""19:00""]], ""Tue"": [[""6:00"", ""19:00""]], ""Wed"": [[""6:00"", ""19:00""]], ""Thu"": [[""6:00"", ""19:00""]], ""Fri"": [[""6:00"", ""19:00""]], ""Sat"": [[""7:00"", ""15:30""]], ""Sun"": [[""7:00"", ""15:30""]] }","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",,2023-10,2019-07,POLYGON,"[""starbucks.com""]",
917,225-222@627-s8q-tn5,,Victoria's Secret,SG_BRAND_2c77e3e0de6e42e5335b61881aac36a3,Victoria's Secret,1775.0,Clothing Stores,Women's Clothing Stores,448120,40.759395,-73.976887,640 5th Ave,New York,NY,10019.0,US,16464952867.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""19:00""]] }","Accessories,Lingerie,Perfume,Sportswear,Swimwear",,,2019-07,POLYGON,"[""victoriassecret.com""]",https://www.victoriassecret.com/us/store-locator#/store/1775
918,225-224@627-s8h-wx5,,Gershwin Hotel,,,,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,40.743872,-73.987027,7 E 27th St,New York,NY,10016.0,US,12125458000.0,,,,,2019-07,POLYGON,"[""gershwinhotel.com""]",http://www.gershwinhotel.com
919,226-223@627-s4n-sbk,zzy-228@627-s4n-sbk,Yorkshire Wines & Spirits,,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,40.776351,-73.94942,1646 1st Ave,New York,NY,10028.0,US,12127175100.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""12:00"", ""19:00""]] }",Alcoholic Beverages,,,2019-07,POLYGON,"[""yorkshirewines.com""]",http://www.yorkshirewines.com/
920,228-222@627-wc7-wzf,,KettleSpace Hotel Chantelle,,,,Activities Related to Real Estate,Residential Property Managers,531311,40.718375,-73.988977,92 Ludlow St,New York,NY,10002.0,US,12122549100.0,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON,"[""hotelchantellenyc.com"",""hotelchantelle.com"",""kettlespace.com""]",http://hotelchantellenyc.com
926,22g-223@627-s8r-7h5,,Bombay Grill House,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.764202,-73.988167,764 9th Ave,New York,NY,10019.0,US,12129771010.0,"{ ""Mon"": [[""11:30"", ""22:00""]], ""Tue"": [[""11:30"", ""22:00""]], ""Wed"": [[""11:30"", ""22:00""]], ""Thu"": [[""11:30"", ""22:00""]], ""Fri"": [[""11:30"", ""22:00""]], ""Sat"": [[""12:00"", ""22:00""]], ""Sun"": [[""12:00"", ""22:00""]] }",Indian Food,,,2019-07,POLYGON,"[""bombaygrillhouse.com"",""bombaygrillhouseny.com""]",https://bombaygrillhouseny.com
928,22j-228@627-s8r-gp9,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,7426.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.756428,-73.978295,575 5th Ave,New York,NY,10017.0,US,12124903189.0,"{ ""Mon"": [[""5:30"", ""20:30""]], ""Tue"": [[""5:30"", ""20:30""]], ""Wed"": [[""5:30"", ""20:30""]], ""Thu"": [[""5:30"", ""20:30""]], ""Fri"": [[""5:30"", ""20:30""]], ""Sat"": [[""7:00"", ""20:30""]], ""Sun"": [[""7:00"", ""20:30""]] }","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",,,2019-07,POLYGON,"[""starbucks.com""]",https://www.starbucks.com/store-locator/store/18588
929,22m-223@627-wbv-j7q,,Ninth Ave,,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,40.755753,-73.994965,495 9th Ave,New York,NY,10018.0,US,12126710626.0,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",,,,2019-07,POLYGON,"[""nineavbarbers.com""]",http://www.nineavbarbers.com
936,zzw-222@627-s4s-j35,,Apple Tree Supermarket,,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.809551,-73.95879,1225 Amsterdam Ave,New York,NY,10027.0,US,12128658840.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Brunch,Deli",,,2019-07,POLYGON,"[""theappletreemarket.com""]",
937,zzw-223@627-s6g-9xq,,Dunkin',SG_BRAND_9b4045db0fbb461cf9ed78916d9b16b4,Dunkin',347623.0,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,40.815126,-73.94056,525 Lenox Ave,New York,NY,10037.0,US,16469378711.0,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""22:00""]], ""Sun"": [[""6:00"", ""22:00""]] }","Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",,,2019-07,POLYGON,"[""dunkindonuts.com""]",https://locations.dunkindonuts.com/en/347623
